0,"2003年的SARS过后,未能研发出安全、有效、广谱的抗冠状病毒疫苗和药物作为战略储备是导致2020年未能有效地防控新冠肺炎流行的主要原因。希望大家都能吸取教训,不要让悲剧重演。@一刻talks 的一直播（下载App->O网页链接）",https://alcdn.img.xiaoka.tv/20200423/201/c6a/95107415/201c6ab4738de2bfdb289efa40ba9731.jpg@1e_1c_0o_0l_640h_640w_100q_1pr.jpg
0,#重庆抗击新冠肺炎#【现场：重庆全市中小学下周一全面开学复课 学校做好疫情防控和开学复课准备】重庆全市中小学将于下周一（27日）全面开学复课，巴南、九龙坡、渝北、江北等辖区学校加紧进行疫情防控和开学复课演练，确保有序安全开学复课。你准备好开学了吗,https://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/9e/jqmweixiao_org.gif
0,"近期【肺炎患者求助】和【非肺炎患者求助】分类整理 #链接放评论了#

整理重心为【分类】和【非肺炎】
目前个人求助信息散乱，大量转发使得社会关注疲软，我们希望按求助需求分类，归并同类项，达到涓流成河的发声效果。

【肺炎患者求助】按急缓分为：需检测-需确诊-确诊需床位等
【非肺炎患者求助】按困难分为：儿童、孕妇、癌症、白血病等
并收集了一部分与需求对应的对接援助资源

在志愿工作中我们发现了一件很奇怪的事，逻辑上非肺炎患者的求助应该很多，但在信息收集中却大大低于预期。
很多非肺炎重症病人年纪大，不善使用微博等媒介，知情人可以私信我。后续看到新求助新救助途径，也可@ 我收录。
肺炎患者求助 #肺炎患者求助超话# #武汉非肺炎危重病人求助#

希望大家可以对有困难的人共同关注起来，谁都要救，尽量多帮，降低肺炎次生灾害。
我的声音很小，我们的声音很大。 收起全文d",https://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/df/lxhxiudada_org.gif
0,【#法国9岁男童确诊后接触172人无一感染# 他被英国首批感染者所传染】据《镜报》4月20日报道，法国一名9岁男童在确诊感染新冠肺炎后接触了上百名学生。但他接触过的172人经过检测，全都没有感染新冠病毒。对此，法国公共卫生部门的流行病学家科斯塔斯·丹尼斯认为，儿童通常只有轻微的症状，他们传播病毒的几率可能远远低于被感染的成年人。#儿童可能不是新冠病毒传播的主要来源#。@北京时间直播L北京时间直播的秒拍视频 收起全文d,https://imgaliyuncdn.miaopai.com/images/~AqXSg2zJ8avVjlT4jN149jdgc3xv7rX3CfOUQ____O1z_4.jpg
1,【甜炸！“山河无恙，我已安全地回来了，嫁给我吧！”】“山河无恙，我已安全地回来了，现在我兑现我的承诺，亲爱的，嫁给我吧！”4月21日下午，在四川大学为抗击新冠肺炎疫情一线的外派医疗队举行凯旋仪式之后，华西医院重症医学科护士唐飞单膝跪地，向相恋七年、同为护士的女友杜鑫磊求婚。@新华网 L新华网的秒拍视频 收起全文d,https://imgaliyuncdn.miaopai.com/images/0lvF6dOZX3s85bzVmTAMBnq4cLo3xAXQhs40Eg___hZAL_4.jpg
0,【#深圳首次公布师生感染情况#：截至4月21日教师6人感染 学生21人感染】4月22日，深圳市政府就做好学校疫情防控召开专场新闻发布会。会上首次公布了深圳此前报告新冠肺炎病例中师生占比数据，截至4月21日，教师感染者有6人（5例为确诊病例，1例为无症状感染者），学生感染者有21人（16例为确诊病例，5例为无症状感染者）。#聚焦新冠肺炎疫情# L新京报我们视频的秒拍视频 收起全文d,https://imgaliyuncdn.miaopai.com/images/0rN0FPqoP7-T2d~RruAM5ufIPfbUsLonM6AlfQ___onAs_4.jpg
0,【#深圳首次公布师生感染情况#：教师6人学生21人】22日，广东深圳市政府就就做好学校疫情防控召开专场新闻发布会。会上首次公布了深圳此前报告新冠肺炎病例中师生占比数据，截至4月21日，教师感染者有6人，学生感染者有21人。 L新京报我们视频的秒拍视频,https://imgaliyuncdn.miaopai.com/images/0rN0FPqoP7-T2d~RruAM5ufIPfbUsLonM6AlfQ___onAs_4.jpg
0,#深圳首次公布师生感染情况#【深圳首次公布疫情发生以来的师生感染情况：教师6人学生21人】4月22日，深圳市政府就就做好学校疫情防控召开专场新闻发布会。会上首次公布了深圳此前报告新冠肺炎病例中师生占比数据，其中教师感染者有6人（5例为确诊病例，1例为无症状感染者），学生感染者有21人（16例为确诊病例，5例为无症状感染者）。（新京报我们视频）L新京报我们视频的秒拍视频 2深圳 #深圳爆料##深圳身边事# 收起全文d,https://imgaliyuncdn.miaopai.com/images/0rN0FPqoP7-T2d~RruAM5ufIPfbUsLonM6AlfQ___onAs_4.jpg
0,【中国向世卫组织再捐3000万美元抗疫】4月23日，外交部发言人耿爽主持例行记者会。耿爽宣布，中方决定在前期向世卫组织捐款2000万美元现汇的基础上，增加3000万美元现汇捐款，用于新冠肺炎疫情防控，支持发展中国家卫生体系建设等工作。L全球眼News的秒拍视频,https://imgaliyuncdn.miaopai.com/images/2epLDnOQbEcMHe9P7KIowYXcaiMhoaEHB~4SNw___eMMc_4.jpg
1,【天津市科学技术奖抗击新冠肺炎疫情特别奖公布 钟南山、张伯礼获奖】4月22日，天津市人民政府发文颁布天津市科学技术奖抗击新冠肺炎疫情特别奖。4个项目获得一等奖，3个项目获二等奖，2个项目获三等奖。钟南山参与的“血必净注射液治疗新冠病毒感染的肺炎疗效的临床和机制研究”项目获一等奖，获奖单位为广医一院等3家单位，获奖人为钟南山等10人。L新京报我们视频的秒拍视频 收起全文d,https://imgaliyuncdn.miaopai.com/images/2gDxQFEzMP61jyace6KuSgFgPPxLXp5PJXEuaA____LXF_4.jpg
-1,【#日本政府职员被迫营业# 扮奶牛叫卖滞销牛奶】4月21日，担心疫情期间牛奶滞销，日本政府员工录视频“在线鼓励”民众买牛奶。当日一名农林水产省职员身着牛奶套装，向民众解释称，奶牛如果不每天挤奶就会生病，希望大家每天多喝一杯牛奶，并“哞哞”地模仿牛叫。#聚焦新冠肺炎疫情#@世面 L世面的秒拍视频 收起全文d,https://imgaliyuncdn.miaopai.com/images/2MCiad2eB7tP71kBlGuiGNahF0~15yyZZk2c2Q___21uP_4.jpg
0,【印度80%新冠肺炎患者无症状 #孟买一天53名记者感染新冠病毒# 】截至当地时间4月20日晚，印度累计确诊病例17656例，据印度卫生部门通报，印度80%的新冠肺炎患者为无症状或症状轻微，这种情况给印度政府的疫情防控工作带来极大挑战。L小央视频的秒拍视频 @小央视频,https://imgaliyuncdn.miaopai.com/images/2nFUmpepfGnUQqHw8qH8x~brLqZZAGHKkCKWaA___Wnkq_4.jpg
-1,#特朗普抱怨称没人愿意照顾他#【特朗普回应养老院疫情：我们特别照顾老人 但没人愿意照顾我】当地时间4月22日的白宫发布会上，有一名记者问美国总统特朗普有关疫情期间养老院的问题，称养老院里已经有1万人死于新冠肺炎，并问特朗普能否承诺提高养老院的检测率？特朗普一开始还回答得一本正经，然而说着说着，他就开始“卖惨”了：“我们特别照顾养老院和老人，除了我，不是我哦，没有人愿意照顾我（Nobody wants to take care of me）。除了我以外，其他老人我们还是会照顾好的。”L全球眼News的秒拍视频 收起全文d,https://imgaliyuncdn.miaopai.com/images/2UI7tDds12vBLbnji16IYdS-UGx3ggT6zrLcgA___6LLB_4.jpg
1,【来自武汉的报恩！#中国女孩回应东京街头发口罩#：受援鄂医生哥哥的影响】#在东京发口罩女孩的哥哥是援鄂医生#2月23日，一名中国女孩穿着玩偶服在日本街头发口罩，箱子上写着“来自武汉的感恩”。女孩姓曾，她称，自己的哥哥在武汉抗疫一线，受他的影响想做点事情，国内疫情严重时，日本捐赠了很多物资，现在日本疫情严重，我们也该帮帮他们。via@梨视频 L风声视频的秒拍视频 #浙江10万只鸭子出征巴基斯坦灭蝗# #美国现首例无法确定病源新冠肺炎患者# 收起全文d,https://imgaliyuncdn.miaopai.com/images/2xbcv6MXVQExoclHNimvWlUcEUAXncQpINVyOg___UNpc_4.jpg
1,【来自武汉的报恩！#中国女孩回应东京街头发口罩#：受援鄂医生哥哥的影响】#在东京发口罩女孩的哥哥是援鄂医生#2月23日，一名中国女孩穿着玩偶服在日本街头发口罩，箱子上写着“来自武汉的感恩”。女孩姓曾，她称，自己的哥哥在武汉抗疫一线，受他的影响想做点事情，国内疫情严重时，日本捐赠了很多物资，现在日本疫情严重，我们也该帮帮他们。 L风声视频的秒拍视频 收起全文d,https://imgaliyuncdn.miaopai.com/images/2xbcv6MXVQExoclHNimvWlUcEUAXncQpINVyOg___UNpc_4.jpg
1,【来自武汉的报恩！#中国女孩回应东京街头发口罩#：受援鄂医生哥哥的影响】#在东京发口罩女孩的哥哥是援鄂医生#2月23日，一名中国女孩穿着玩偶服在日本街头发口罩，箱子上写着“来自武汉的感恩”。女孩姓曾，她称，自己的哥哥在武汉抗疫一线，受他的影响想做点事情，国内疫情严重时，日本捐赠了很多物资，现在日本疫情严重，我们也该帮帮他们。@风声视频 L风声视频的秒拍视频 收起全文d,https://imgaliyuncdn.miaopai.com/images/2xbcv6MXVQExoclHNimvWlUcEUAXncQpINVyOg___UNpc_4.jpg
0,【#特朗普回应应对第二波疫情#：疫情终有一天会结束 我已看到曙光】4月21日，特朗普就如何应对可能于秋季到来的二次疫情答记者问。他表示疫情肯定会彻底结束，在此之前需要保持社交距离。他称自己已经看到了隧道尽头的光亮。此前，美传染病专家福奇认为美国疫情或将在秋季卷土重来。#聚焦新冠肺炎疫情#@新京报我们视频 L世面的秒拍视频 收起全文d,https://imgaliyuncdn.miaopai.com/images/3f67wThzv4L3jsTty0KMwCkq38~ERzoQlXMsBw___36h0_4.jpg
-1,【#希腊难民安置酒店暴发疫情#：150人确诊 小镇被紧急封锁】4月21日，希腊伯罗奔尼撒半岛一小镇上的难民安置酒店内有150人确诊新冠肺炎。感染者包括148名难民和2名酒店工作人员，他们都是无症状感染者。当地小镇已开始实行宵禁和更严格的封锁措施。这是希腊境内第3处出现疫情的难民和移民设施。#聚焦新冠肺炎疫情# L世面的秒拍视频 收起全文d,https://imgaliyuncdn.miaopai.com/images/3gXWt-ph785XA8XWPBgirf-XoxFw6d-wcEpE1w___WAg3_4.jpg
0,#惠州身边事# 4月22日，惠州惠原小区物业发布通告，该小区一名业主在被虫叮咬后，出现红肿，去医院检查时核酸检测为阳性，但该业主并未确诊为新冠肺炎。LDV现场的秒拍视频,https://imgaliyuncdn.miaopai.com/images/52hy4Kcxk~xTxc-Ovdf96D3L7Y78~TvQ6IRbHg___v7Qk_4.jpg
-1,【不顾危险重开经济负责吗？美国市长：这不是中国 CNN记者：无知！】当地时间22日，美国拉斯维加斯市市长卡罗琳·古德曼接受CNN连线，与记者安德森·库珀探讨了一系列关于新冠肺炎疫情的话题。期间，古德曼坚称要重新开放经济，而CNN记者则援引中国研究提出质疑。L海客新闻的秒拍视频,https://imgaliyuncdn.miaopai.com/images/5VXr52KsFndeJhusMH7LuN~rgHlCB1dMjzBR0Q___ersK_4.jpg
0,【#非洲用无人机运新冠病毒样本# 恶劣天气通过降落伞着落】据报道，非洲国家加纳正在试验通过无人机运送新冠肺炎病毒样本，帮助政府监测其在加纳农村地区的传播。承运公司表示，这项服务比用汽车运送样品更便宜。据悉，每架无人机都配备了降落伞，以便紧急情况时确保样本着陆。L沸点国际的秒拍视频,https://imgaliyuncdn.miaopai.com/images/6vh5uGD6LS3GJTUbXWrPibjVHjDmTUt27Chx2A___U6hP_4.jpg
